,time_period,rainfall,mean_temperature,location,disease_cases
3156,2016-07,0.152,27.52,Pernambuco,1255.0
3157,2016-08,0.778,29.12,Pernambuco,1182.0
3158,2016-09,54.873,29.56,Pernambuco,773.0
3159,2016-10,113.506,28.16,Pernambuco,601.0
3160,2016-11,183.064,27.38,Pernambuco,545.0
3161,2016-12,200.304,26.49,Pernambuco,440.0
3162,2017-01,248.819,26.08,Pernambuco,466.0
3163,2017-02,383.832,25.08,Pernambuco,547.0
3164,2017-03,215.026,25.84,Pernambuco,826.0
3165,2017-04,148.28,26.27,Pernambuco,797.0
3166,2017-05,18.915,27.33,Pernambuco,1330.0
3167,2017-06,2.86,26.92,Pernambuco,1318.0
3326,2014-03,356.423,25.24,Piaui,392.0
3327,2014-04,341.364,25.17,Piaui,902.0
3328,2014-05,280.006,25.03,Piaui,1932.0
3329,2014-06,178.014,25.19,Piaui,1519.0
3330,2014-07,127.3,25.1,Piaui,1243.0
3331,2014-08,131.429,25.79,Piaui,465.0
3332,2014-09,116.325,26.7,Piaui,286.0
3333,2014-10,252.915,25.9,Piaui,191.0
3334,2014-11,256.644,25.87,Piaui,182.0
3335,2014-12,274.477,25.8,Piaui,139.0
3336,2015-01,356.986,24.96,Piaui,223.0
3337,2015-02,262.436,25.61,Piaui,376.0
3338,2015-03,386.625,25.2,Piaui,1776.0
3339,2015-04,318.482,25.33,Piaui,2652.0
3340,2015-05,309.467,25.02,Piaui,1918.0
3341,2015-06,177.779,25.16,Piaui,832.0
3342,2015-07,135.873,25.43,Piaui,327.0
3343,2015-08,95.867,26.98,Piaui,401.0
3344,2015-09,62.119,28.18,Piaui,291.0
3345,2015-10,141.208,27.79,Piaui,204.0
3346,2015-11,188.603,26.96,Piaui,267.0
3347,2015-12,228.63,26.67,Piaui,279.0
3348,2016-01,197.938,27.27,Piaui,413.0
3349,2016-02,287.676,26.29,Piaui,607.0
3350,2016-03,396.901,26.04,Piaui,809.0
3351,2016-04,298.264,25.84,Piaui,1688.0
3352,2016-05,263.842,25.51,Piaui,1089.0
3353,2016-06,165.536,24.99,Piaui,575.0
3354,2016-07,115.106,25.9,Piaui,258.0
3355,2016-08,110.217,26.9,Piaui,204.0
3356,2016-09,175.221,25.94,Piaui,120.0
3357,2016-10,184.624,26.64,Piaui,98.0
3358,2016-11,200.066,26.45,Piaui,90.0
3359,2016-12,334.096,25.51,Piaui,140.0
3360,2017-01,353.699,25.11,Piaui,350.0
3361,2017-02,301.536,25.35,Piaui,497.0
3362,2017-03,361.724,25.4,Piaui,1037.0
3363,2017-04,309.968,25.5,Piaui,1049.0
3364,2017-05,228.257,25.81,Piaui,1517.0
3365,2017-06,146.592,25.5,Piaui,1096.0
3524,2014-03,74.896,25.07,Rondonia,244.0
3525,2014-04,71.528,24.71,Rondonia,269.0
3526,2014-05,25.512,23.84,Rondonia,239.0
3527,2014-06,25.126,22.78,Rondonia,137.0
3528,2014-07,32.457,22.23,Rondonia,74.0
3529,2014-08,14.757,22.48,Rondonia,59.0
3530,2014-09,12.588,24.33,Rondonia,47.0
3531,2014-10,27.778,25.05,Rondonia,112.0
3532,2014-11,139.692,24.59,Rondonia,293.0
3533,2014-12,122.708,24.23,Rondonia,182.0
3534,2015-01,24.788,25.71,Rondonia,142.0
3535,2015-02,87.878,25.06,Rondonia,165.0
3536,2015-03,58.078,25.7,Rondonia,302.0
3537,2015-04,86.479,25.27,Rondonia,304.0
3538,2015-05,47.251,23.64,Rondonia,214.0
3539,2015-06,30.567,22.73,Rondonia,178.0
3540,2015-07,24.462,22.55,Rondonia,95.0
3541,2015-08,18.268,22.5,Rondonia,51.0
3542,2015-09,6.553,25.37,Rondonia,49.0
3543,2015-10,19.688,26.46,Rondonia,101.0
3544,2015-11,45.839,27.36,Rondonia,150.0
3545,2015-12,20.094,27.47,Rondonia,264.0
3546,2016-01,357.292,24.58,Rondonia,1024.0
3547,2016-02,23.35,25.72,Rondonia,1779.0
3548,2016-03,24.494,26.76,Rondonia,1539.0
3549,2016-04,13.273,26.27,Rondonia,808.0
3550,2016-05,18.915,24.9,Rondonia,275.0
3551,2016-06,20.37,23.58,Rondonia,102.0
3552,2016-07,18.897,22.56,Rondonia,108.0
3553,2016-08,17.612,23.52,Rondonia,29.0
3554,2016-09,30.313,24.52,Rondonia,38.0
3555,2016-10,48.461,25.62,Rondonia,41.0
3556,2016-11,96.988,25.48,Rondonia,97.0
3557,2016-12,64.752,25.86,Rondonia,255.0
3558,2017-01,27.757,26.67,Rondonia,404.0
3559,2017-02,85.502,25.51,Rondonia,450.0
3560,2017-03,71.987,26.05,Rondonia,386.0
3561,2017-04,54.695,25.07,Rondonia,123.0
3562,2017-05,31.716,24.31,Rondonia,65.0
3563,2017-06,21.461,23.06,Rondonia,48.0
3722,2014-03,143.82,25.7,Roraima,65.0
3723,2014-04,133.708,25.42,Roraima,73.0
3724,2014-05,88.998,25.45,Roraima,97.0
3725,2014-06,17.842,26.07,Roraima,133.0
3726,2014-07,11.688,26.37,Roraima,133.0
3727,2014-08,1.694,26.74,Roraima,146.0
3728,2014-09,5.17,27.31,Roraima,130.0
3729,2014-10,6.246,27.94,Roraima,96.0
3730,2014-11,15.237,27.64,Roraima,66.0
3731,2014-12,14.565,27.9,Roraima,99.0
3732,2015-01,32.387,27.58,Roraima,103.0
3733,2015-02,109.345,26.65,Roraima,94.0
3734,2015-03,207.797,25.44,Roraima,111.0
3735,2015-04,111.4,25.25,Roraima,113.0
3736,2015-05,33.572,26.74,Roraima,114.0
3737,2015-06,32.132,26.3,Roraima,145.0
3738,2015-07,41.072,25.79,Roraima,147.0
3739,2015-08,1.307,26.83,Roraima,186.0
3740,2015-09,3.189,27.5,Roraima,157.0
3741,2015-10,1.983,28.14,Roraima,42.0
3742,2015-11,3.244,28.25,Roraima,16.0
3743,2015-12,29.902,28.16,Roraima,34.0
3744,2016-01,215.97,25.87,Roraima,12.0
3745,2016-02,90.126,26.3,Roraima,40.0
3746,2016-03,123.773,27.16,Roraima,93.0
3747,2016-04,110.677,26.26,Roraima,28.0
3748,2016-05,56.37,26.76,Roraima,16.0
3749,2016-06,14.63,26.59,Roraima,10.0
3750,2016-07,3.715,26.77,Roraima,17.0
3751,2016-08,1.128,27.19,Roraima,35.0
3752,2016-09,2.16,27.9,Roraima,25.0
3753,2016-10,3.302,28.51,Roraima,20.0
3754,2016-11,3.949,28.75,Roraima,258.0
3755,2016-12,34.555,27.93,Roraima,227.0
3756,2017-01,85.166,27.2,Roraima,86.0
3757,2017-02,180.285,26.11,Roraima,125.0
3758,2017-03,224.722,25.19,Roraima,72.0
3759,2017-04,126.503,25.7,Roraima,48.0
3760,2017-05,74.36,26.06,Roraima,72.0
3761,2017-06,18.338,26.32,Roraima,73.0
3920,2014-03,263.178,21.52,SantaCatarina,287.0
3921,2014-04,95.54,21.85,SantaCatarina,862.0
3922,2014-05,5.711,21.08,SantaCatarina,767.0
3923,2014-06,4.847,20.35,SantaCatarina,477.0
3924,2014-07,2.2,20.23,SantaCatarina,101.0
3925,2014-08,0.174,21.8,SantaCatarina,28.0
3926,2014-09,13.239,24.67,SantaCatarina,27.0
3927,2014-10,79.947,24.88,SantaCatarina,39.0
3928,2014-11,218.111,22.43,SantaCatarina,31.0
3929,2014-12,270.903,21.6,SantaCatarina,50.0
3930,2015-01,57.487,24.11,SantaCatarina,399.0
3931,2015-02,180.73,22.33,SantaCatarina,2377.0
3932,2015-03,228.782,21.79,SantaCatarina,6958.0
3933,2015-04,165.536,21.72,SantaCatarina,5688.0
3934,2015-05,38.868,20.21,SantaCatarina,1899.0
3935,2015-06,1.975,20.09,SantaCatarina,520.0
3936,2015-07,1.178,20.73,SantaCatarina,184.0
3937,2015-08,0.102,21.98,SantaCatarina,96.0
3938,2015-09,24.728,25.45,SantaCatarina,93.0
3939,2015-10,73.388,26.49,SantaCatarina,105.0
3940,2015-11,195.375,24.31,SantaCatarina,277.0
3941,2015-12,103.74,24.26,SantaCatarina,754.0
3942,2016-01,413.155,21.83,SantaCatarina,1571.0
3943,2016-02,79.087,23.86,SantaCatarina,3147.0
3944,2016-03,152.655,23.23,SantaCatarina,3784.0
3945,2016-04,26.904,24.04,SantaCatarina,2105.0
3946,2016-05,5.84,22.49,SantaCatarina,570.0
3947,2016-06,1.637,21.28,SantaCatarina,89.0
3948,2016-07,0.123,21.77,SantaCatarina,51.0
3949,2016-08,10.089,22.86,SantaCatarina,22.0
3950,2016-09,54.828,24.78,SantaCatarina,27.0
3951,2016-10,89.095,24.34,SantaCatarina,42.0
3952,2016-11,251.36,22.48,SantaCatarina,57.0
3953,2016-12,169.712,23.02,SantaCatarina,69.0
3954,2017-01,106.698,23.7,SantaCatarina,67.0
3955,2017-02,260.11,22.15,SantaCatarina,56.0
3956,2017-03,104.767,23.17,SantaCatarina,87.0
3957,2017-04,23.05,22.88,SantaCatarina,62.0
3958,2017-05,29.407,21.78,SantaCatarina,60.0
3959,2017-06,0.902,20.72,SantaCatarina,26.0
4118,2014-03,109.604,24.42,SaoPaulo,29045.0
4119,2014-04,74.799,23.23,SaoPaulo,85036.0
4120,2014-05,29.159,21.86,SaoPaulo,62508.0
4121,2014-06,42.048,20.51,SaoPaulo,17675.0
4122,2014-07,55.969,19.72,SaoPaulo,5374.0
4123,2014-08,41.818,19.95,SaoPaulo,2120.0
4124,2014-09,16.61,21.84,SaoPaulo,1652.0
4125,2014-10,138.889,22.31,SaoPaulo,2010.0
4126,2014-11,157.967,22.86,SaoPaulo,2550.0
4127,2014-12,92.735,24.05,SaoPaulo,5082.0
4128,2015-01,12.463,26.05,SaoPaulo,34321.0
4129,2015-02,103.397,25.56,SaoPaulo,107470.0
4130,2015-03,103.591,24.92,SaoPaulo,243038.0
4131,2015-04,58.993,23.42,SaoPaulo,204298.0
4132,2015-05,63.59,21.44,SaoPaulo,100884.0
4133,2015-06,53.275,20.84,SaoPaulo,24731.0
4134,2015-07,25.307,20.61,SaoPaulo,5920.0
4135,2015-08,27.673,20.73,SaoPaulo,2751.0
4136,2015-09,26.688,23.63,SaoPaulo,1846.0
4137,2015-10,46.755,24.28,SaoPaulo,2069.0
4138,2015-11,108.872,25.72,SaoPaulo,3729.0
4139,2015-12,82.184,26.17,SaoPaulo,9672.0
4140,2016-01,247.358,25.19,SaoPaulo,31754.0
4141,2016-02,32.295,26.24,SaoPaulo,53618.0
4142,2016-03,55.789,25.86,SaoPaulo,58609.0
4143,2016-04,34.438,25.18,SaoPaulo,39616.0
4144,2016-05,29.45,22.58,SaoPaulo,15488.0
4145,2016-06,40.904,20.59,SaoPaulo,3149.0
4146,2016-07,23.941,20.44,SaoPaulo,1153.0
4147,2016-08,15.06,21.54,SaoPaulo,658.0
4148,2016-09,41.778,22.48,SaoPaulo,579.0
4149,2016-10,85.826,22.82,SaoPaulo,819.0
4150,2016-11,233.246,23.19,SaoPaulo,1239.0
4151,2016-12,149.453,24.65,SaoPaulo,1212.0
4152,2017-01,35.557,25.89,SaoPaulo,885.0
4153,2017-02,94.095,24.92,SaoPaulo,1167.0
4154,2017-03,81.229,25.1,SaoPaulo,1412.0
4155,2017-04,38.688,23.66,SaoPaulo,1067.0
4156,2017-05,69.942,21.64,SaoPaulo,946.0
4157,2017-06,34.976,21.11,SaoPaulo,556.0
4316,2014-03,237.2,23.72,Sergipe,134.0
4317,2014-04,102.473,23.85,Sergipe,274.0
4318,2014-05,6.107,23.16,Sergipe,614.0
4319,2014-06,3.375,22.9,Sergipe,390.0
4320,2014-07,19.644,22.7,Sergipe,294.0
4321,2014-08,0.122,24.51,Sergipe,144.0
4322,2014-09,19.915,27.2,Sergipe,136.0
4323,2014-10,80.165,27.27,Sergipe,116.0
4324,2014-11,221.767,24.52,Sergipe,106.0
4325,2014-12,261.284,23.64,Sergipe,167.0
4326,2015-01,88.786,25.78,Sergipe,342.0
4327,2015-02,217.743,24.24,Sergipe,375.0
4328,2015-03,244.383,23.67,Sergipe,1056.0
4329,2015-04,164.329,23.86,Sergipe,1120.0
4330,2015-05,48.245,22.69,Sergipe,805.0
4331,2015-06,2.168,22.8,Sergipe,342.0
4332,2015-07,6.815,23.23,Sergipe,191.0
4333,2015-08,3.405,24.63,Sergipe,634.0
4334,2015-09,20.642,27.72,Sergipe,1359.0
4335,2015-10,81.546,28.52,Sergipe,1177.0
4336,2015-11,176.915,26.16,Sergipe,1911.0
4337,2015-12,133.192,26.4,Sergipe,1030.0
4338,2016-01,493.914,23.67,Sergipe,480.0
4339,2016-02,112.362,25.73,Sergipe,1397.0
4340,2016-03,165.34,25.34,Sergipe,919.0
4341,2016-04,10.755,26.27,Sergipe,879.0
4342,2016-05,8.106,25.01,Sergipe,292.0
4343,2016-06,5.47,23.22,Sergipe,117.0
4344,2016-07,0.12,23.83,Sergipe,136.0
4345,2016-08,8.712,25.26,Sergipe,212.0
4346,2016-09,29.082,27.04,Sergipe,154.0
4347,2016-10,114.678,26.38,Sergipe,335.0
4348,2016-11,224.707,24.78,Sergipe,131.0
4349,2016-12,198.891,25.02,Sergipe,112.0
4350,2017-01,175.895,25.25,Sergipe,75.0
4351,2017-02,239.771,24.25,Sergipe,41.0
4352,2017-03,148.993,24.85,Sergipe,99.0
4353,2017-04,57.602,24.75,Sergipe,97.0
4354,2017-05,27.526,24.36,Sergipe,194.0
4355,2017-06,1.386,23.11,Sergipe,105.0
4514,2014-03,238.719,25.09,Tocantins,554.0
4515,2014-04,229.671,25.03,Tocantins,412.0
4516,2014-05,140.5,25.46,Tocantins,497.0
4517,2014-06,36.763,26.48,Tocantins,396.0
4518,2014-07,18.976,26.75,Tocantins,133.0
4519,2014-08,9.317,27.54,Tocantins,128.0
4520,2014-09,19.307,28.06,Tocantins,92.0
4521,2014-10,38.935,28.31,Tocantins,151.0
4522,2014-11,69.514,27.49,Tocantins,185.0
4523,2014-12,110.9,26.84,Tocantins,287.0
4524,2015-01,134.022,26.11,Tocantins,371.0
4525,2015-02,231.683,25.34,Tocantins,625.0
4526,2015-03,287.246,25.07,Tocantins,1439.0
4527,2015-04,182.446,25.23,Tocantins,1456.0
4528,2015-05,86.668,25.95,Tocantins,1293.0
4529,2015-06,37.327,26.43,Tocantins,866.0
4530,2015-07,22.268,26.97,Tocantins,547.0
4531,2015-08,4.823,27.82,Tocantins,418.0
4532,2015-09,5.817,28.84,Tocantins,196.0
4533,2015-10,16.309,29.54,Tocantins,225.0
4534,2015-11,20.812,28.92,Tocantins,465.0
4535,2015-12,65.152,28.64,Tocantins,1473.0
4536,2016-01,294.605,25.9,Tocantins,2244.0
4537,2016-02,143.991,26.45,Tocantins,2430.0
4538,2016-03,268.97,26.13,Tocantins,1531.0
4539,2016-04,149.845,26.58,Tocantins,1085.0
4540,2016-05,80.371,26.76,Tocantins,973.0
4541,2016-06,31.12,26.64,Tocantins,401.0
4542,2016-07,16.02,27.2,Tocantins,168.0
4543,2016-08,6.953,28.28,Tocantins,102.0
4544,2016-09,25.52,28.94,Tocantins,57.0
4545,2016-10,41.399,28.61,Tocantins,76.0
4546,2016-11,59.56,28.71,Tocantins,155.0
4547,2016-12,147.559,27.05,Tocantins,189.0
4548,2017-01,264.304,25.58,Tocantins,443.0
4549,2017-02,317.496,25.11,Tocantins,812.0
4550,2017-03,304.191,25.26,Tocantins,925.0
4551,2017-04,199.978,25.74,Tocantins,864.0
4552,2017-05,90.339,26.37,Tocantins,883.0
4553,2017-06,25.981,26.82,Tocantins,348.0
