,time_period,rainfall,mean_temperature,location,disease_cases
1284,2009-01,249.242,21.85,DistritoFederal,75.0
1285,2009-02,174.941,23.0,DistritoFederal,81.0
1286,2009-03,79.099,22.93,DistritoFederal,106.0
1287,2009-04,40.114,20.94,DistritoFederal,111.0
1288,2009-05,117.246,17.89,DistritoFederal,129.0
1289,2009-06,94.515,13.69,DistritoFederal,60.0
1290,2009-07,213.312,14.84,DistritoFederal,49.0
1291,2009-08,98.663,16.78,DistritoFederal,17.0
1292,2009-09,221.042,18.74,DistritoFederal,11.0
1293,2009-10,253.102,19.99,DistritoFederal,13.0
1294,2009-11,211.019,23.58,DistritoFederal,42.0
1295,2009-12,198.757,22.81,DistritoFederal,88.0
1296,2010-01,279.389,23.02,DistritoFederal,987.0
1297,2010-02,183.098,23.74,DistritoFederal,2515.0
1298,2010-03,155.784,22.34,DistritoFederal,3665.0
1299,2010-04,155.722,19.59,DistritoFederal,3445.0
1300,2010-05,109.585,16.23,DistritoFederal,3005.0
1301,2010-06,48.293,15.65,DistritoFederal,726.0
1302,2010-07,94.036,16.02,DistritoFederal,218.0
1303,2010-08,38.169,16.26,DistritoFederal,114.0
1304,2010-09,137.43,19.62,DistritoFederal,82.0
1305,2010-10,189.931,18.67,DistritoFederal,77.0
1306,2010-11,127.617,20.39,DistritoFederal,65.0
1307,2010-12,239.878,22.03,DistritoFederal,152.0
1308,2011-01,232.731,23.26,DistritoFederal,216.0
1309,2011-02,285.854,22.7,DistritoFederal,179.0
1310,2011-03,127.896,21.44,DistritoFederal,242.0
1311,2011-04,102.222,20.15,DistritoFederal,280.0
1312,2011-05,23.079,16.64,DistritoFederal,269.0
1313,2011-06,100.85,14.4,DistritoFederal,73.0
1314,2011-07,133.46,16.01,DistritoFederal,50.0
1315,2011-08,141.689,16.57,DistritoFederal,29.0
1316,2011-09,79.336,18.17,DistritoFederal,22.0
1317,2011-10,214.191,20.29,DistritoFederal,20.0
1318,2011-11,145.559,20.25,DistritoFederal,13.0
1319,2011-12,113.525,22.36,DistritoFederal,27.0
1320,2012-01,199.594,22.07,DistritoFederal,156.0
1321,2012-02,143.253,23.83,DistritoFederal,151.0
1322,2012-03,68.552,22.12,DistritoFederal,221.0
1323,2012-04,168.637,20.31,DistritoFederal,215.0
1324,2012-05,87.197,16.85,DistritoFederal,204.0
1325,2012-06,224.989,15.83,DistritoFederal,106.0
1326,2012-07,97.049,15.34,DistritoFederal,91.0
1327,2012-08,12.445,18.73,DistritoFederal,77.0
1328,2012-09,60.407,20.1,DistritoFederal,51.0
1329,2012-10,125.401,21.98,DistritoFederal,52.0
1330,2012-11,99.901,21.98,DistritoFederal,53.0
1331,2012-12,218.033,24.31,DistritoFederal,101.0
1332,2013-01,137.744,22.43,DistritoFederal,590.0
1333,2013-02,242.749,22.45,DistritoFederal,976.0
1334,2013-03,219.487,21.18,DistritoFederal,2981.0
1335,2013-04,116.277,19.19,DistritoFederal,4573.0
1336,2013-05,150.807,17.62,DistritoFederal,4695.0
1337,2013-06,307.706,16.14,DistritoFederal,2557.0
1338,2013-07,101.233,14.59,DistritoFederal,1477.0
1339,2013-08,40.092,15.82,DistritoFederal,825.0
1340,2013-09,160.841,18.59,DistritoFederal,381.0
1341,2013-10,130.225,19.78,DistritoFederal,205.0
1342,2013-11,117.768,21.48,DistritoFederal,186.0
1343,2013-12,132.741,23.31,DistritoFederal,294.0
1344,2014-01,185.922,23.73,DistritoFederal,720.0
1345,2014-02,129.976,24.13,DistritoFederal,1530.0
1386,2001-01,26.109,25.62,EspiritoSanto,785.5
1387,2001-02,39.016,26.2,EspiritoSanto,785.5
1388,2001-03,109.024,25.18,EspiritoSanto,1360.0
1389,2001-04,33.49,25.06,EspiritoSanto,1409.0
1390,2001-05,17.454,25.6,EspiritoSanto,1095.0
1391,2001-06,47.97,22.88,EspiritoSanto,644.0
1392,2001-07,34.401,22.52,EspiritoSanto,441.0
1393,2001-08,25.994,22.13,EspiritoSanto,176.0
1394,2001-09,14.556,24.44,EspiritoSanto,105.0
1395,2001-10,22.789,25.8,EspiritoSanto,101.0
1396,2001-11,14.611,26.97,EspiritoSanto,145.0
1397,2001-12,59.59,26.72,EspiritoSanto,138.0
1398,2002-01,164.081,24.15,EspiritoSanto,1786.0
1399,2002-02,66.726,25.02,EspiritoSanto,6530.0
1400,2002-03,72.536,25.4,EspiritoSanto,8814.0
1401,2002-04,33.929,25.25,EspiritoSanto,3602.0
1402,2002-05,43.722,24.42,EspiritoSanto,1673.0
1403,2002-06,58.466,22.83,EspiritoSanto,840.0
1404,2002-07,28.995,22.99,EspiritoSanto,425.0
1405,2002-08,24.765,22.73,EspiritoSanto,296.0
1406,2002-09,9.858,24.82,EspiritoSanto,224.0
1407,2002-10,13.421,25.77,EspiritoSanto,241.0
1408,2002-11,14.465,26.74,EspiritoSanto,422.0
1409,2002-12,41.515,27.01,EspiritoSanto,604.0
1410,2003-01,88.643,26.87,EspiritoSanto,2865.0
1411,2003-02,69.017,25.54,EspiritoSanto,10193.0
1412,2003-03,117.226,25.6,EspiritoSanto,10003.0
1413,2003-04,28.487,25.95,EspiritoSanto,3221.0
1414,2003-05,47.56,24.91,EspiritoSanto,1519.0
1415,2003-06,49.474,23.42,EspiritoSanto,745.0
1416,2003-07,23.82,22.63,EspiritoSanto,234.0
1417,2003-08,15.429,23.75,EspiritoSanto,76.0
1418,2003-09,18.049,24.57,EspiritoSanto,74.0
1419,2003-10,14.031,25.72,EspiritoSanto,91.0
1420,2003-11,22.748,26.62,EspiritoSanto,120.0
1421,2003-12,18.031,27.52,EspiritoSanto,249.0
1422,2004-01,320.866,25.03,EspiritoSanto,317.0
1423,2004-02,132.353,24.42,EspiritoSanto,506.0
1424,2004-03,48.12,25.29,EspiritoSanto,951.0
1425,2004-04,31.682,25.77,EspiritoSanto,634.0
1426,2004-05,48.41,24.59,EspiritoSanto,554.0
1427,2004-06,91.578,22.65,EspiritoSanto,208.0
1428,2004-07,39.16,22.18,EspiritoSanto,122.0
1429,2004-08,24.954,22.94,EspiritoSanto,63.0
1430,2004-09,18.762,23.8,EspiritoSanto,27.0
1431,2004-10,9.427,26.05,EspiritoSanto,24.0
1432,2004-11,14.952,26.57,EspiritoSanto,35.0
1433,2004-12,18.436,27.28,EspiritoSanto,77.0
1434,2005-01,64.631,26.65,EspiritoSanto,154.0
1435,2005-02,81.765,26.28,EspiritoSanto,350.0
1436,2005-03,101.521,26.35,EspiritoSanto,489.0
1437,2005-04,32.933,25.39,EspiritoSanto,471.0
1438,2005-05,79.921,24.01,EspiritoSanto,517.0
1439,2005-06,51.142,23.19,EspiritoSanto,314.0
1440,2005-07,24.877,22.25,EspiritoSanto,135.0
1441,2005-08,29.433,22.54,EspiritoSanto,86.0
1442,2005-09,14.117,24.55,EspiritoSanto,47.0
1443,2005-10,9.35,25.95,EspiritoSanto,78.0
1444,2005-11,12.458,27.14,EspiritoSanto,44.0
1445,2005-12,85.184,25.7,EspiritoSanto,31.0
1446,2006-01,11.396,26.57,EspiritoSanto,440.0
1447,2006-02,96.289,25.91,EspiritoSanto,1080.0
1448,2006-03,119.197,25.39,EspiritoSanto,1760.0
1449,2006-04,109.246,24.64,EspiritoSanto,2396.0
1450,2006-05,63.542,23.84,EspiritoSanto,2560.0
1451,2006-06,53.349,22.41,EspiritoSanto,845.0
1452,2006-07,37.722,21.99,EspiritoSanto,366.0
1453,2006-08,19.046,22.88,EspiritoSanto,199.0
1454,2006-09,13.167,24.36,EspiritoSanto,92.0
1455,2006-10,15.322,26.02,EspiritoSanto,104.0
1456,2006-11,19.147,26.53,EspiritoSanto,136.0
1457,2006-12,16.164,27.37,EspiritoSanto,116.0
1458,2007-01,19.411,27.54,EspiritoSanto,556.0
1459,2007-02,204.152,25.34,EspiritoSanto,835.0
1460,2007-03,60.033,24.52,EspiritoSanto,1062.0
1461,2007-04,49.98,25.33,EspiritoSanto,1550.0
1462,2007-05,35.039,23.96,EspiritoSanto,1118.0
1463,2007-06,40.061,22.86,EspiritoSanto,546.0
1464,2007-07,23.926,22.65,EspiritoSanto,425.0
1465,2007-08,31.641,22.11,EspiritoSanto,142.0
1466,2007-09,22.343,23.13,EspiritoSanto,104.0
1467,2007-10,10.47,25.19,EspiritoSanto,96.0
1468,2007-11,12.519,26.58,EspiritoSanto,135.0
1469,2007-12,17.107,26.54,EspiritoSanto,164.0
1470,2008-01,69.618,26.26,EspiritoSanto,471.0
1471,2008-02,116.793,25.62,EspiritoSanto,1030.0
1472,2008-03,253.363,24.23,EspiritoSanto,4778.0
1473,2008-04,133.559,23.97,EspiritoSanto,8441.0
1474,2008-05,68.373,23.44,EspiritoSanto,4930.0
1475,2008-06,30.403,22.33,EspiritoSanto,1594.0
1476,2008-07,49.787,21.54,EspiritoSanto,369.0
1477,2008-08,34.097,22.38,EspiritoSanto,230.0
1478,2008-09,12.601,24.42,EspiritoSanto,128.0
1479,2008-10,13.879,25.47,EspiritoSanto,213.0
1480,2008-11,5.195,27.17,EspiritoSanto,444.0
1481,2008-12,26.292,26.82,EspiritoSanto,707.0
1482,2009-01,54.524,26.53,EspiritoSanto,2775.0
1483,2009-02,115.576,25.01,EspiritoSanto,5192.0
1484,2009-03,95.727,25.39,EspiritoSanto,6983.0
1485,2009-04,183.678,24.37,EspiritoSanto,6527.0
1486,2009-05,175.35,23.08,EspiritoSanto,7504.0
1487,2009-06,43.377,22.76,EspiritoSanto,2624.0
1488,2009-07,40.914,22.57,EspiritoSanto,775.0
1489,2009-08,36.984,22.78,EspiritoSanto,448.0
1490,2009-09,11.329,24.76,EspiritoSanto,150.0
1491,2009-10,22.214,26.32,EspiritoSanto,86.0
1492,2009-11,9.976,26.63,EspiritoSanto,237.0
1493,2009-12,38.013,26.74,EspiritoSanto,617.0
1494,2010-01,102.006,25.18,EspiritoSanto,691.0
1495,2010-02,46.122,26.62,EspiritoSanto,1082.0
1496,2010-03,61.687,27.07,EspiritoSanto,2933.0
1497,2010-04,118.713,25.13,EspiritoSanto,4105.0
1498,2010-05,24.856,25.32,EspiritoSanto,4898.0
1499,2010-06,68.711,22.9,EspiritoSanto,2733.0
1500,2010-07,34.755,22.42,EspiritoSanto,1623.0
1501,2010-08,20.513,22.22,EspiritoSanto,1240.0
1502,2010-09,20.339,23.47,EspiritoSanto,675.0
1503,2010-10,58.923,25.79,EspiritoSanto,619.0
1504,2010-11,7.532,26.65,EspiritoSanto,1154.0
1505,2010-12,68.794,25.74,EspiritoSanto,1586.0
1506,2011-01,84.42,25.49,EspiritoSanto,2651.0
1507,2011-02,107.081,25.43,EspiritoSanto,4213.0
1508,2011-03,92.212,25.32,EspiritoSanto,5765.0
1509,2011-04,98.367,24.78,EspiritoSanto,7024.0
1510,2011-05,99.486,23.21,EspiritoSanto,7588.0
1511,2011-06,36.919,22.96,EspiritoSanto,2991.0
1512,2011-07,70.426,21.98,EspiritoSanto,1167.0
1513,2011-08,21.4,22.77,EspiritoSanto,552.0
1514,2011-09,18.663,23.13,EspiritoSanto,240.0
1515,2011-10,37.204,25.03,EspiritoSanto,270.0
1516,2011-11,25.243,25.62,EspiritoSanto,229.0
1517,2011-12,13.317,26.62,EspiritoSanto,260.0
1518,2012-01,40.113,26.0,EspiritoSanto,912.0
1519,2012-02,47.291,25.67,EspiritoSanto,783.0
1520,2012-03,21.539,26.47,EspiritoSanto,945.0
1521,2012-04,12.16,26.24,EspiritoSanto,1104.0
1522,2012-05,20.022,25.03,EspiritoSanto,987.0
1523,2012-06,23.828,23.91,EspiritoSanto,951.0
1524,2012-07,23.61,22.39,EspiritoSanto,833.0
1525,2012-08,18.83,22.17,EspiritoSanto,564.0
1526,2012-09,8.697,23.97,EspiritoSanto,581.0
1527,2012-10,9.763,25.0,EspiritoSanto,722.0
1528,2012-11,8.461,27.21,EspiritoSanto,905.0
1529,2012-12,9.981,27.16,EspiritoSanto,2149.0
1530,2013-01,41.396,26.81,EspiritoSanto,6206.0
1531,2013-02,15.377,27.19,EspiritoSanto,9358.0
1532,2013-03,46.554,27.07,EspiritoSanto,15787.0
1533,2013-04,58.795,25.89,EspiritoSanto,14389.0
1534,2013-05,38.119,24.61,EspiritoSanto,9942.0
1535,2013-06,27.337,23.99,EspiritoSanto,4052.0
1536,2013-07,77.728,22.58,EspiritoSanto,2295.0
1537,2013-08,27.192,23.03,EspiritoSanto,1278.0
1538,2013-09,16.53,24.33,EspiritoSanto,960.0
1539,2013-10,18.512,25.44,EspiritoSanto,714.0
1540,2013-11,28.45,25.65,EspiritoSanto,636.0
1541,2013-12,64.711,25.98,EspiritoSanto,719.0
1542,2014-01,20.579,26.21,EspiritoSanto,2758.0
1543,2014-02,48.982,25.61,EspiritoSanto,2158.0
1584,2001-01,118.715,25.49,Goias,1939.5
1585,2001-02,192.884,24.58,Goias,1939.5
1586,2001-03,212.497,24.77,Goias,2384.0
1587,2001-04,144.152,25.33,Goias,1734.0
1588,2001-05,37.314,26.51,Goias,1037.0
1589,2001-06,21.869,26.16,Goias,501.0
1590,2001-07,3.061,26.7,Goias,280.0
1591,2001-08,0.253,26.81,Goias,147.0
1592,2001-09,11.182,28.6,Goias,220.0
1593,2001-10,28.521,29.06,Goias,355.0
1594,2001-11,66.785,28.65,Goias,855.0
1595,2001-12,99.962,27.8,Goias,867.0
1596,2002-01,323.968,24.47,Goias,4024.0
1597,2002-02,96.452,25.79,Goias,8501.0
1598,2002-03,180.047,25.54,Goias,5892.0
1599,2002-04,129.115,25.53,Goias,1895.0
1600,2002-05,62.275,26.44,Goias,713.0
1601,2002-06,8.179,26.53,Goias,206.0
1602,2002-07,4.412,27.14,Goias,168.0
1603,2002-08,0.4,27.53,Goias,284.0
1604,2002-09,6.609,28.77,Goias,282.0
1605,2002-10,4.94,29.96,Goias,177.0
1606,2002-11,47.295,28.92,Goias,392.0
1607,2002-12,133.761,27.56,Goias,485.0
1608,2003-01,185.327,26.34,Goias,1194.0
1609,2003-02,184.478,25.52,Goias,1924.0
1610,2003-03,229.74,25.12,Goias,1739.0
1611,2003-04,82.708,25.98,Goias,1409.0
1612,2003-05,43.436,26.39,Goias,874.0
1613,2003-06,11.654,26.48,Goias,383.0
1614,2003-07,2.061,26.23,Goias,220.0
1615,2003-08,3.096,27.97,Goias,164.0
1616,2003-09,1.364,29.15,Goias,135.0
1617,2003-10,2.715,30.2,Goias,209.0
1618,2003-11,64.511,28.57,Goias,258.0
1619,2003-12,98.934,27.64,Goias,337.0
1620,2004-01,491.628,25.11,Goias,887.0
1621,2004-02,262.831,24.71,Goias,1200.0
1622,2004-03,149.17,25.29,Goias,1245.0
1623,2004-04,60.126,26.03,Goias,914.0
1624,2004-05,23.363,26.44,Goias,637.0
1625,2004-06,8.699,26.01,Goias,237.0
1626,2004-07,4.713,26.15,Goias,106.0
1627,2004-08,0.966,27.47,Goias,70.0
1628,2004-09,0.406,28.75,Goias,64.0
1629,2004-10,21.798,29.56,Goias,94.0
1630,2004-11,51.485,29.14,Goias,182.0
1631,2004-12,74.67,28.28,Goias,284.0
1632,2005-01,203.398,26.32,Goias,724.0
1633,2005-02,186.874,26.03,Goias,1711.0
1634,2005-03,229.148,25.6,Goias,3316.0
1635,2005-04,75.896,26.19,Goias,4458.0
1636,2005-05,58.654,25.62,Goias,3375.0
1637,2005-06,7.797,26.39,Goias,1492.0
1638,2005-07,1.184,26.17,Goias,493.0
1639,2005-08,0.318,27.36,Goias,371.0
1640,2005-09,2.413,29.15,Goias,297.0
1641,2005-10,1.785,30.17,Goias,589.0
1642,2005-11,62.654,29.31,Goias,1158.0
1643,2005-12,147.171,26.71,Goias,1537.0
1644,2006-01,63.506,27.7,Goias,4528.0
1645,2006-02,233.522,25.36,Goias,4617.0
1646,2006-03,303.804,24.79,Goias,5000.0
1647,2006-04,217.665,24.54,Goias,4734.0
1648,2006-05,54.015,25.4,Goias,2654.0
1649,2006-06,7.84,25.54,Goias,687.0
1650,2006-07,1.347,25.95,Goias,272.0
1651,2006-08,0.528,27.08,Goias,165.0
1652,2006-09,4.286,28.56,Goias,175.0
1653,2006-10,56.08,29.08,Goias,344.0
1654,2006-11,52.276,27.98,Goias,656.0
1655,2006-12,77.396,27.81,Goias,796.0
1656,2007-01,72.215,27.98,Goias,1795.0
1657,2007-02,304.31,24.89,Goias,2513.0
1658,2007-03,87.118,25.7,Goias,3016.0
1659,2007-04,109.088,26.25,Goias,2013.0
1660,2007-05,21.439,26.92,Goias,1273.0
1661,2007-06,4.887,26.43,Goias,763.0
1662,2007-07,1.064,26.95,Goias,440.0
1663,2007-08,0.417,26.82,Goias,298.0
1664,2007-09,0.171,28.36,Goias,205.0
1665,2007-10,3.021,30.05,Goias,438.0
1666,2007-11,64.294,29.46,Goias,716.0
1667,2007-12,75.544,27.49,Goias,1048.0
1668,2008-01,203.513,25.87,Goias,2639.0
1669,2008-02,163.344,25.55,Goias,4069.0
1670,2008-03,357.081,24.1,Goias,8801.0
1671,2008-04,204.116,24.58,Goias,12689.0
1672,2008-05,65.697,25.24,Goias,4843.0
1673,2008-06,3.676,25.49,Goias,1420.0
1674,2008-07,1.576,25.52,Goias,474.0
1675,2008-08,1.538,27.04,Goias,322.0
1676,2008-09,0.725,29.2,Goias,264.0
1677,2008-10,2.26,30.09,Goias,557.0
1678,2008-11,30.667,29.65,Goias,952.0
1679,2008-12,124.865,26.97,Goias,1290.0
1680,2009-01,175.751,26.34,Goias,2324.0
1681,2009-02,219.016,25.06,Goias,3688.0
1682,2009-03,226.358,25.09,Goias,6192.0
1683,2009-04,328.029,24.32,Goias,5638.0
1684,2009-05,236.712,24.13,Goias,3924.0
1685,2009-06,23.093,24.93,Goias,1955.0
1686,2009-07,7.805,25.72,Goias,1303.0
1687,2009-08,4.296,26.89,Goias,1684.0
1688,2009-09,0.434,29.18,Goias,1235.0
1689,2009-10,70.203,28.26,Goias,2102.0
1690,2009-11,10.315,28.95,Goias,5139.0
1691,2009-12,108.086,27.39,Goias,8341.0
1692,2010-01,149.326,26.02,Goias,26073.0
1693,2010-02,87.945,27.62,Goias,21997.0
1694,2010-03,148.538,26.94,Goias,17489.0
1695,2010-04,116.088,26.32,Goias,12252.0
1696,2010-05,29.124,27.99,Goias,7719.0
1697,2010-06,19.472,26.49,Goias,2507.0
1698,2010-07,2.312,26.7,Goias,1217.0
1699,2010-08,0.239,26.98,Goias,1241.0
1700,2010-09,0.186,28.62,Goias,1618.0
1701,2010-10,83.501,29.11,Goias,2112.0
1702,2010-11,37.892,28.68,Goias,2627.0
1703,2010-12,159.575,26.38,Goias,5195.0
1704,2011-01,175.15,25.37,Goias,3982.0
1705,2011-02,268.03,24.77,Goias,4362.0
1706,2011-03,206.882,24.79,Goias,4795.0
1707,2011-04,133.01,25.13,Goias,4318.0
1708,2011-05,74.526,25.51,Goias,3229.0
1709,2011-06,5.327,26.16,Goias,1143.0
1710,2011-07,11.881,25.75,Goias,536.0
1711,2011-08,3.077,27.25,Goias,373.0
1712,2011-09,0.118,28.27,Goias,429.0
1713,2011-10,80.07,28.13,Goias,574.0
1714,2011-11,65.06,27.37,Goias,254.0
1715,2011-12,39.6,28.2,Goias,427.0
1716,2012-01,132.101,26.57,Goias,2413.0
1717,2012-02,147.743,25.67,Goias,2593.0
1718,2012-03,106.566,26.3,Goias,2746.0
1719,2012-04,38.009,27.49,Goias,2673.0
1720,2012-05,6.806,28.16,Goias,2982.0
1721,2012-06,6.633,27.76,Goias,2161.0
1722,2012-07,0.624,27.21,Goias,1306.0
1723,2012-08,0.184,27.16,Goias,973.0
1724,2012-09,0.141,29.26,Goias,1012.0
1725,2012-10,0.919,30.41,Goias,1320.0
1726,2012-11,88.975,28.72,Goias,1841.0
1727,2012-12,44.777,28.35,Goias,2707.0
1728,2013-01,171.431,26.52,Goias,18261.0
1729,2013-02,51.925,27.99,Goias,26674.0
1730,2013-03,199.112,27.28,Goias,31815.0
1731,2013-04,134.209,25.63,Goias,25401.0
1732,2013-05,40.293,26.73,Goias,13280.0
1733,2013-06,16.176,27.23,Goias,5375.0
1734,2013-07,6.838,27.16,Goias,2162.0
1735,2013-08,0.633,28.05,Goias,1464.0
1736,2013-09,0.831,29.38,Goias,1117.0
1737,2013-10,19.672,29.44,Goias,1576.0
1738,2013-11,90.261,28.18,Goias,2099.0
1739,2013-12,148.29,26.71,Goias,2783.0
1740,2014-01,69.753,26.67,Goias,8619.0
1741,2014-02,140.032,26.08,Goias,12103.0
1782,2001-01,261.812,24.6,Maranhao,455.0
1783,2001-02,268.014,24.78,Maranhao,455.0
1784,2001-03,250.64,24.84,Maranhao,1527.0
1785,2001-04,143.514,25.02,Maranhao,1119.0
1786,2001-05,96.436,24.63,Maranhao,1099.0
1787,2001-06,39.348,22.98,Maranhao,564.0
1788,2001-07,45.902,24.73,Maranhao,367.0
1789,2001-08,16.303,27.11,Maranhao,231.0
1790,2001-09,120.683,25.83,Maranhao,164.0
1791,2001-10,161.393,26.4,Maranhao,142.0
1792,2001-11,223.676,25.74,Maranhao,166.0
1793,2001-12,308.984,25.0,Maranhao,259.0
1794,2002-01,267.546,25.31,Maranhao,945.0
1795,2002-02,299.222,25.15,Maranhao,2270.0
1796,2002-03,217.671,25.38,Maranhao,2414.0
1797,2002-04,151.128,25.22,Maranhao,1351.0
1798,2002-05,85.164,25.09,Maranhao,797.0
1799,2002-06,16.634,24.84,Maranhao,406.0
1800,2002-07,45.332,25.65,Maranhao,326.0
1801,2002-08,78.032,26.24,Maranhao,362.0
1802,2002-09,112.503,26.09,Maranhao,254.0
1803,2002-10,136.495,26.9,Maranhao,455.0
1804,2002-11,173.792,25.98,Maranhao,610.0
1805,2002-12,252.48,25.54,Maranhao,555.0
1806,2003-01,268.33,25.61,Maranhao,1852.0
1807,2003-02,257.575,25.24,Maranhao,1963.0
1808,2003-03,320.456,24.67,Maranhao,1673.0
1809,2003-04,195.3,24.74,Maranhao,1210.0
1810,2003-05,122.604,24.7,Maranhao,782.0
1811,2003-06,46.918,24.69,Maranhao,398.0
1812,2003-07,4.415,25.59,Maranhao,253.0
1813,2003-08,51.211,25.55,Maranhao,169.0
1814,2003-09,129.4,25.68,Maranhao,102.0
1815,2003-10,162.203,25.86,Maranhao,61.0
1816,2003-11,172.095,25.63,Maranhao,84.0
1817,2003-12,222.068,25.8,Maranhao,173.0
1818,2004-01,380.0,25.02,Maranhao,188.0
1819,2004-02,294.835,24.76,Maranhao,280.0
1820,2004-03,278.974,25.22,Maranhao,306.0
1821,2004-04,205.971,25.08,Maranhao,180.0
1822,2004-05,90.085,23.46,Maranhao,181.0
1823,2004-06,40.231,24.15,Maranhao,135.0
1824,2004-07,30.859,25.22,Maranhao,86.0
1825,2004-08,46.956,26.67,Maranhao,85.0
1826,2004-09,76.581,26.64,Maranhao,41.0
1827,2004-10,181.533,26.24,Maranhao,81.0
1828,2004-11,202.284,25.73,Maranhao,93.0
1829,2004-12,291.367,25.35,Maranhao,165.0
1830,2005-01,240.668,25.7,Maranhao,365.0
1831,2005-02,255.231,24.89,Maranhao,715.0
1832,2005-03,258.948,25.04,Maranhao,1294.0
1833,2005-04,100.804,25.24,Maranhao,865.0
1834,2005-05,81.179,25.29,Maranhao,1371.0
1835,2005-06,24.086,25.57,Maranhao,1055.0
1836,2005-07,3.171,25.34,Maranhao,867.0
1837,2005-08,17.922,26.85,Maranhao,403.0
1838,2005-09,69.818,26.36,Maranhao,230.0
1839,2005-10,183.101,26.4,Maranhao,100.0
1840,2005-11,221.978,25.76,Maranhao,106.0
1841,2005-12,328.675,24.79,Maranhao,95.0
1842,2006-01,295.781,25.07,Maranhao,927.0
1843,2006-02,387.002,24.61,Maranhao,1067.0
1844,2006-03,217.644,25.08,Maranhao,687.0
1845,2006-04,196.269,24.43,Maranhao,667.0
1846,2006-05,55.242,23.84,Maranhao,745.0
1847,2006-06,7.787,25.95,Maranhao,328.0
1848,2006-07,7.804,26.51,Maranhao,315.0
1849,2006-08,19.642,27.67,Maranhao,434.0
1850,2006-09,116.415,26.64,Maranhao,273.0
1851,2006-10,172.934,25.96,Maranhao,367.0
1852,2006-11,196.773,25.71,Maranhao,314.0
1853,2006-12,252.685,25.35,Maranhao,489.0
1854,2007-01,260.803,25.7,Maranhao,1536.0
1855,2007-02,257.797,25.3,Maranhao,2446.0
1856,2007-03,283.059,25.17,Maranhao,2892.0
1857,2007-04,160.629,25.13,Maranhao,2327.0
1858,2007-05,66.386,24.13,Maranhao,1998.0
1859,2007-06,8.779,25.58,Maranhao,969.0
1860,2007-07,41.403,25.31,Maranhao,625.0
1861,2007-08,13.049,26.79,Maranhao,344.0
1862,2007-09,46.636,27.78,Maranhao,210.0
1863,2007-10,179.957,26.28,Maranhao,233.0
1864,2007-11,278.003,25.25,Maranhao,253.0
1865,2007-12,257.566,25.02,Maranhao,409.0
1866,2008-01,321.222,24.62,Maranhao,717.0
1867,2008-02,302.982,24.35,Maranhao,1207.0
1868,2008-03,264.556,24.34,Maranhao,1843.0
1869,2008-04,184.856,24.54,Maranhao,1764.0
1870,2008-05,83.812,23.84,Maranhao,667.0
1871,2008-06,12.164,24.18,Maranhao,255.0
1872,2008-07,2.81,26.47,Maranhao,81.0
1873,2008-08,15.895,27.89,Maranhao,54.0
1874,2008-09,79.844,26.91,Maranhao,41.0
1875,2008-10,134.733,26.85,Maranhao,48.0
1876,2008-11,268.109,25.65,Maranhao,79.0
1877,2008-12,345.474,24.82,Maranhao,195.0
1878,2009-01,282.391,25.1,Maranhao,441.0
1879,2009-02,281.968,24.89,Maranhao,677.0
1880,2009-03,285.128,24.94,Maranhao,941.0
1881,2009-04,267.838,24.53,Maranhao,673.0
1882,2009-05,125.114,24.6,Maranhao,680.0
1883,2009-06,44.281,23.96,Maranhao,288.0
1884,2009-07,37.689,25.05,Maranhao,84.0
1885,2009-08,41.533,26.94,Maranhao,70.0
1886,2009-09,68.219,27.4,Maranhao,52.0
1887,2009-10,138.424,27.06,Maranhao,25.0
1888,2009-11,240.013,26.15,Maranhao,24.0
1889,2009-12,288.052,25.27,Maranhao,94.0
1890,2010-01,333.736,25.24,Maranhao,408.0
1891,2010-02,276.514,25.63,Maranhao,450.0
1892,2010-03,296.496,25.94,Maranhao,829.0
1893,2010-04,65.941,26.23,Maranhao,1027.0
1894,2010-05,75.988,25.23,Maranhao,1027.0
1895,2010-06,10.093,26.26,Maranhao,652.0
1896,2010-07,12.628,25.35,Maranhao,714.0
1897,2010-08,17.337,27.02,Maranhao,1402.0
1898,2010-09,49.848,27.93,Maranhao,839.0
1899,2010-10,154.887,26.62,Maranhao,472.0
1900,2010-11,225.214,25.43,Maranhao,410.0
1901,2010-12,207.389,25.43,Maranhao,426.0
1902,2011-01,301.986,24.62,Maranhao,1172.0
1903,2011-02,298.715,24.55,Maranhao,1677.0
1904,2011-03,339.707,24.65,Maranhao,1721.0
1905,2011-04,213.069,24.82,Maranhao,1281.0
1906,2011-05,53.454,24.91,Maranhao,1337.0
1907,2011-06,12.039,26.02,Maranhao,1204.0
1908,2011-07,9.068,26.91,Maranhao,979.0
1909,2011-08,25.08,27.36,Maranhao,1021.0
1910,2011-09,101.819,27.46,Maranhao,394.0
1911,2011-10,204.673,26.03,Maranhao,205.0
1912,2011-11,208.178,25.6,Maranhao,135.0
1913,2011-12,343.589,24.94,Maranhao,220.0
1914,2012-01,355.857,24.55,Maranhao,606.0
1915,2012-02,353.312,24.26,Maranhao,825.0
1916,2012-03,275.722,24.76,Maranhao,1142.0
1917,2012-04,192.383,25.11,Maranhao,863.0
1918,2012-05,99.532,24.63,Maranhao,735.0
1919,2012-06,55.056,24.44,Maranhao,502.0
1920,2012-07,3.733,25.61,Maranhao,432.0
1921,2012-08,4.265,27.66,Maranhao,357.0
1922,2012-09,83.446,27.99,Maranhao,236.0
